fra;date;cases_f;cases_m;cases;pop_f;pop_m;age_group;pop
FR;2020-09-10;208;200;408;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-10;171;99;273;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-10;133;38;171;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-10;6202;5812;12059;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-11;278;280;566;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-11;837;836;1692;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-11;1398;1373;2776;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-11;943;826;1773;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-11;843;708;1552;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-11;716;637;1355;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-11;397;357;756;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-11;218;212;431;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-11;145;108;254;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-11;97;27;124;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-11;5875;5367;11287;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-12;87;87;176;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-12;316;334;656;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-12;614;574;1191;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-12;337;297;635;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-12;310;293;604;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-12;252;263;515;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-12;143;153;296;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-12;99;111;210;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-12;69;68;137;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-12;48;24;72;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-12;2276;2205;4494;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-13;40;33;73;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-13;92;89;182;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-13;212;190;402;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-13;129;121;250;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-13;95;80;176;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-13;76;98;174;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-13;52;58;111;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-13;42;52;94;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-13;38;35;73;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-13;20;9;29;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-13;796;766;1565;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-14;265;295;568;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-14;1059;1141;2230;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-14;1902;1793;3701;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-14;1257;1024;2286;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-14;1058;844;1907;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-14;964;855;1824;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-14;514;483;1003;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-14;295;277;574;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-14;240;146;386;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-14;193;56;249;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-14;7750;6920;14739;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-15;252;300;561;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-15;1024;958;2004;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-15;1815;1725;3549;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-15;1110;965;2085;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-15;1028;864;1901;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-15;846;731;1580;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-15;438;464;904;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-15;241;237;479;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-15;185;136;322;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-15;108;36;144;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-15;7050;6418;13538;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-16;220;257;489;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-16;1042;1083;2152;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-16;1718;1830;3555;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-16;1086;1014;2102;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-16;932;833;1768;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-16;832;638;1475;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-16;483;488;975;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-16;250;256;506;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-16;180;113;293;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-16;99;37;136;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-16;6845;6553;13463;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-17;223;250;487;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-17;1041;1039;2095;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-17;1835;1849;3693;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-17;1125;1018;2147;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-17;1006;841;1850;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-17;827;696;1524;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-17;470;445;915;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-17;245;272;517;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-17;206;119;325;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-17;134;44;178;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-17;7117;6577;13745;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-18;236;246;493;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-18;1029;1007;2063;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-18;1752;1743;3501;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-18;1154;986;2146;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-18;904;789;1695;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-18;794;708;1504;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-18;460;444;906;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-18;255;245;500;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-18;180;141;322;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-18;108;45;153;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-18;6875;6357;13293;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-19;54;74;129;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-19;421;410;840;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-19;674;656;1331;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-19;374;389;766;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-19;384;344;730;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-19;302;324;626;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-19;193;181;376;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-19;108;102;210;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-19;84;60;144;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-19;45;13;58;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-19;2640;2553;5211;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-20;25;23;48;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-20;108;114;222;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-20;279;257;536;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-20;160;113;273;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-20;113;103;216;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-20;89;107;196;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-20;53;72;125;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-20;32;54;86;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-20;27;42;69;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-20;20;10;30;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-20;906;896;1802;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-21;197;246;457;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-21;1111;1080;2211;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-21;2064;2015;4092;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-21;1339;1118;2459;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-21;1156;949;2106;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-21;1012;864;1876;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-21;599;564;1163;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-21;327;329;656;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-21;254;173;427;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-21;148;49;198;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-21;8213;7392;15658;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-22;166;168;338;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-22;1030;1030;2075;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-22;1908;1788;3701;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-22;1211;1081;2294;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-22;1006;881;1889;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-22;898;831;1729;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-22;528;546;1076;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-22;267;292;559;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-22;211;138;352;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-22;146;44;191;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-22;7377;6810;14227;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-23;135;130;270;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-23;956;940;1919;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-23;1840;1744;3589;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-23;1073;990;2065;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-23;938;766;1707;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-23;829;747;1577;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-23;468;438;906;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-23;251;273;526;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-23;169;133;302;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-23;113;27;140;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-23;6777;6193;13015;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-24;148;140;292;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-24;891;909;1821;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-24;1721;1641;3367;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-24;1040;995;2037;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-24;924;788;1713;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-24;851;728;1582;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-24;475;481;958;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-24;254;255;510;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-24;185;130;315;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-24;95;37;132;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-24;6586;6105;12730;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-25;133;146;285;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-25;955;926;1900;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-25;1655;1588;3247;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-25;962;889;1853;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-25;881;801;1682;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-25;785;653;1440;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-25;457;447;905;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-25;268;279;547;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-25;170;120;291;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-25;92;35;127;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-25;6360;5887;12287;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-26;62;67;131;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-26;357;372;740;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-26;618;587;1206;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-26;378;351;729;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-26;305;305;611;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-26;316;305;622;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-26;181;175;356;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-26;97;120;218;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-26;79;60;139;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-26;28;21;49;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-26;2422;2364;4803;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-27;23;17;40;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-27;84;90;175;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-27;168;164;332;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-27;109;87;196;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-27;105;75;180;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-27;70;83;153;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-27;56;51;107;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-27;39;56;95;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-27;42;38;80;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-27;18;7;25;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-27;714;669;1384;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-28;146;160;309;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-28;933;973;1921;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-28;1758;1612;3381;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-28;1156;994;2153;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-28;1092;925;2019;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-28;900;833;1740;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-28;552;493;1047;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-28;319;344;664;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-28;196;140;337;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-28;116;41;157;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-28;7173;6520;13741;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-29;111;110;232;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-29;845;842;1703;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-29;1718;1600;3323;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-29;1127;936;2064;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-29;966;837;1804;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-29;868;775;1644;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-29;462;496;960;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-29;281;292;576;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-29;194;123;318;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-29;128;41;169;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-29;6701;6053;12797;34692807.7476749;32422187.2523251;0;67114995
FR;2020-09-30;137;131;274;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-09-30;916;948;1881;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-09-30;1728;1741;3470;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-09-30;1097;974;2074;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-09-30;1001;832;1834;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-09-30;884;765;1651;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-09-30;493;489;985;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-09-30;278;292;570;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-09-30;232;144;376;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-09-30;165;49;215;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-30;6934;6368;13338;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-01;148;163;323;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-01;1000;991;2029;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-01;1814;1800;3623;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-01;1269;1153;2426;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-01;1180;986;2169;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-01;987;867;1855;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-01;545;554;1100;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-01;318;288;606;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-01;188;139;327;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-01;117;50;168;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-01;7569;6995;14639;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-02;187;169;368;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-02;1136;1067;2236;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-02;1981;1841;3832;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-02;1385;1212;2598;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-02;1275;1081;2361;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-02;1114;963;2079;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-02;671;620;1295;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-02;361;373;735;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-02;272;175;448;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-02;177;66;245;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-02;8561;7569;16204;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-03;83;82;172;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-03;489;480;990;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-03;845;783;1630;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-03;622;562;1185;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-03;521;496;1019;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-03;485;477;963;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-03;301;283;588;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-03;167;181;348;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-03;130;87;217;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-03;75;32;107;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-03;3721;3466;7225;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-04;26;28;54;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-04;111;90;204;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-04;252;216;469;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-04;148;147;295;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-04;141;135;276;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-04;118;130;248;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-04;94;81;176;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-04;52;66;118;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-04;42;50;92;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-04;35;11;46;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-04;1019;955;1979;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-05;248;247;510;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-05;1312;1282;2623;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-05;2505;2274;4792;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-05;1892;1675;3568;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-05;1748;1536;3285;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-05;1544;1400;2945;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-05;938;888;1830;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-05;496;505;1002;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-05;337;224;562;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-05;239;74;313;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-05;11262;10111;21443;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-06;147;183;343;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-06;1180;1342;2551;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-06;2338;2053;4402;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-06;1738;1545;3290;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-06;1543;1339;2886;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-06;1420;1279;2702;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-06;857;812;1672;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-06;451;443;894;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-06;387;224;612;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-06;229;66;295;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-06;10293;9291;19659;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-07;231;235;480;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-07;1351;1349;2736;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-07;2470;2260;4739;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-07;1772;1609;3388;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-07;1672;1493;3172;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-07;1466;1297;2766;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-07;873;828;1705;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-07;447;464;913;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-07;325;245;570;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-07;181;62;243;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-07;10788;9849;20723;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-08;237;253;504;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-08;1419;1464;2921;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-08;2655;2361;5027;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-08;1987;1760;3750;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-08;1902;1569;3475;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-08;1522;1548;3074;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-08;959;916;1879;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-08;531;501;1032;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-08;346;251;597;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-08;200;62;262;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-08;11764;10688;22537;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-09;258;302;572;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-09;1586;1628;3248;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-09;2576;2390;4972;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-09;2098;1886;3993;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-09;2021;1690;3717;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-09;1769;1496;3274;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-09;1042;998;2050;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-09;593;561;1154;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-09;413;306;719;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-09;293;78;372;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-09;12650;11337;24075;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-10;140;144;293;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-10;779;699;1506;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-10;1204;1073;2278;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-10;975;841;1821;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-10;946;826;1776;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-10;790;756;1550;4494308.44474725;4298366.32326346;59;8792674.76801071
