fra;date;cases_f;cases_m;cases;pop_f;pop_m;age_group;pop
FR;2020-10-10;496;456;955;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-10;296;293;589;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-10;244;164;408;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-10;94;39;133;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-10;5966;5292;11312;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-11;49;50;100;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-11;156;179;337;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-11;351;289;640;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-11;282;276;558;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-11;226;213;441;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-11;182;196;378;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-11;130;155;285;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-11;67;117;184;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-11;102;68;170;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-11;99;27;126;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-11;1644;1572;3221;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-12;352;386;762;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-12;1951;1984;3989;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-12;3202;2874;6082;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-12;2770;2371;5151;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-12;2658;2260;4929;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-12;2310;2214;4530;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-12;1529;1420;2960;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-12;811;853;1664;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-12;634;403;1037;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-12;468;131;599;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-12;16689;14900;31713;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-13;304;269;583;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-13;1731;1805;3576;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-13;2977;2516;5498;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-13;2517;2162;4691;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-13;2406;2061;4474;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-13;2193;1888;4087;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-13;1355;1334;2699;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-13;750;751;1502;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-13;597;358;955;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-13;397;118;515;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-13;15231;13270;28593;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-14;314;316;649;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-14;1950;1892;3898;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-14;3029;2603;5645;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-14;2569;2065;4640;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-14;2486;2097;4591;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-14;2121;1846;3976;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-14;1312;1270;2593;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-14;727;696;1423;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-14;533;369;902;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-14;368;106;475;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-14;15412;13265;28804;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-15;313;350;685;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-15;1983;1896;3923;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-15;3373;2917;6301;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-15;2907;2438;5356;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-15;2738;2265;5010;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-15;2386;2029;4420;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-15;1489;1418;2913;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-15;848;800;1650;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-15;669;442;1112;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-15;495;150;645;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-15;17207;14708;32027;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-16;321;356;693;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-16;2002;2030;4080;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-16;3494;2983;6481;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-16;3027;2535;5566;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-16;2822;2421;5248;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-16;2472;2285;4759;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-16;1638;1532;3177;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-16;894;948;1842;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-16;720;466;1186;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-16;431;137;568;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-16;17829;15696;33616;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-17;176;181;368;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-17;916;831;1793;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-17;1490;1293;2786;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-17;1314;1186;2503;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-17;1270;1107;2378;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-17;1138;1051;2190;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-17;717;794;1522;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-17;424;441;866;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-17;367;248;615;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-17;194;64;258;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-17;8011;7201;15289;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-18;61;72;135;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-18;233;215;450;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-18;485;375;860;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-18;410;364;775;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-18;338;350;689;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-18;294;287;581;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-18;192;210;403;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-18;124;167;291;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-18;194;153;347;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-18;127;46;173;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-18;2458;2240;4705;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-19;458;487;964;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-19;2391;2364;4828;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-19;4468;3720;8209;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-19;4078;3416;7499;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-19;3831;3276;7113;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-19;3500;3076;6582;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-19;2212;2218;4433;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-19;1372;1290;2663;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-19;1144;712;1856;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-19;856;268;1125;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-19;24316;20831;45283;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-20;378;364;763;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-20;2106;2143;4310;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-20;4411;3832;8259;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-20;4096;3357;7460;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-20;3733;3358;7099;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-20;3447;3130;6582;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-20;2258;2050;4317;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-20;1351;1292;2644;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-20;1163;685;1848;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-20;773;259;1033;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-20;23727;20481;44342;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-21;391;418;833;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-21;2203;2088;4354;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-21;4789;4026;8832;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-21;4225;3602;7835;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-21;4052;3477;7532;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-21;3750;3287;7043;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-21;2298;2224;4526;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-21;1348;1332;2683;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-21;1215;762;1977;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-21;850;275;1125;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-21;25128;21500;46758;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-22;463;427;914;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-22;2518;2469;5059;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-22;5017;4431;9464;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-22;4545;3888;8442;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-22;4478;3792;8280;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-22;4025;3453;7485;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-22;2520;2481;5010;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-22;1551;1444;2996;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-22;1330;796;2129;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-22;1050;281;1333;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-22;27504;23471;51133;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-23;534;531;1080;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-23;2875;2766;5706;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-23;5302;4557;9875;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-23;4897;4154;9054;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-23;4724;4038;8770;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-23;4352;3849;8209;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-23;2808;2728;5552;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-23;1682;1710;3395;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-23;1507;910;2421;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-23;957;326;1288;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-23;29649;25582;55374;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-24;242;274;524;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-24;1322;1240;2601;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-24;2523;2031;4557;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-24;2308;1882;4192;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-24;2065;1874;3942;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-24;1928;1863;3795;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-24;1317;1236;2560;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-24;705;734;1439;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-24;629;446;1075;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-24;330;130;460;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-24;13373;11719;25158;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-25;79;88;170;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-25;344;301;650;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-25;753;546;1311;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-25;624;557;1188;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-25;571;505;1086;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-25;489;486;981;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-25;294;346;645;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-25;233;268;502;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-25;296;228;526;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-25;181;83;264;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-25;3865;3408;7325;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-26;631;624;1297;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-26;3410;3372;6873;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-26;6444;5240;11702;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-26;6107;5104;11233;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-26;5943;5125;11078;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-26;5460;4842;10314;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-26;3670;3442;7126;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-26;2261;2069;4336;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-26;1928;1135;3063;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-26;1285;406;1691;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-26;37153;31377;68748;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-27;457;540;1018;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-27;2999;2827;5901;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-27;5729;4754;10503;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-27;5468;4614;10094;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-27;5488;4437;9944;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-27;5070;4477;9560;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-27;3363;3153;6528;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-27;2061;2002;4068;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-27;1569;996;2565;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-27;964;311;1276;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-27;33178;28120;61517;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-28;561;523;1113;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-28;2917;2661;5653;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-28;5207;4248;9476;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-28;5195;4111;9321;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-28;4910;3988;8908;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-28;4601;4071;8678;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-28;3069;2828;5908;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-28;1870;1850;3725;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-28;1615;1047;2664;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-28;1170;312;1483;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-28;31123;25650;56950;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-29;618;655;1308;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-29;3070;2936;6095;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-29;4966;4091;9076;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-29;4803;4006;8818;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-29;4849;3929;8789;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-29;4561;3924;8490;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-29;3156;2896;6068;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-29;1846;1719;3571;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-29;1541;990;2536;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-29;1057;358;1416;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-29;30477;25516;56192;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-30;805;848;1700;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-30;3546;3436;7086;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-30;4974;4092;9081;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-30;4908;3959;8876;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-30;5125;4091;9229;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-30;4514;4167;8692;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-30;3104;2936;6060;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-30;1926;1933;3863;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-30;1545;1091;2636;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-30;994;324;1324;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-30;31453;26887;58577;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-31;331;354;708;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-31;1659;1479;3190;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-31;2296;1911;4212;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-31;2213;1871;4090;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-31;2153;1831;3987;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-31;2037;1873;3911;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-31;1396;1388;2790;4209745.81020426;3794336.95009999;69;8004082.76030424
